time,code,Comments
00:00:00,NA,
00:00:13,LT,
00:06:15,LQ,
00:06:22,LT,
00:12:03,LQ,
00:12:14,SR,
00:12:16,LR,
00:12:21,SR,
00:12:23,LR,
00:12:25,LT,
00:17:23,LQ,
00:17:26,SR,
00:17:27,LT,
00:32:59,LQ,
00:33:06,LT,
00:49:13,AD,
00:50:12,END,
