time,code
00:00:00,NA
00:00:04,LT
00:08:06,LQ
00:08:14,SR
00:08:15,LR
00:08:18,LT
00:14:46,LQ
00:14:52,LT
00:23:50,SQ
00:23:52,LR
00:24:02,LT
00:35:00,LQ
00:35:07,LT
00:47:32,SQ
00:47:36,LQ
00:47:38,SR
00:47:45,LR
00:47:53,LQ
00:47:56,LR
00:48:00,LQ
00:48:01,SR
00:48:04,LR
00:48:10,LQ
00:48:12,SR
00:48:13,LR
00:48:18,LT
00:49:04,AD
00:49:11,END
